# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    mod0 IS NOT NULL AND vgsr IS NOT NULL
# Display the fields:              objname, mod0, vgsr
# Order by:                        mod0
# Description of each column
# objname: ------------- <NA>
#  mod0: --------------- <NA>
#  vgsr: --------------- <NA>
#-------,-----,-----
objname, mod0, vgsr
IC3957,35.375,6373.5
UGC11255,35.375,9937.4
IC4062,35.38,10901.7
ESO490-005,35.38,6929.2
UGC04133,35.382,8967.7
UGC08399,35.393,7283.5
UGC01416,35.397,5605.2
PGC2078048,35.399,6160.8
UGC04414,35.399,7459.4
PGC059076,35.405,9000.7
NGC5720,35.406,7909.2
PGC072968,35.409,8081.2
PGC073123,35.416,7746.3
NGC4842:,35.417,7245.7
PGC060376,35.42,8883
NGC4929,35.426,6240.6
PGC083670,35.43,6132.3
IC4088,35.43,7121
UGC11893,35.438,5785.1
ESO508-075,35.44,9813
IC4232,35.44,9352.1
UGC04032,35.442,8070.7
UGC12701,35.443,9009.2
IC4202,35.444,7134.6
PGC090789,35.448,8099.6
UGC08017,35.452,7077.1
UGC04296,35.455,8870.4
PGC090726,35.46,8412.1
UGC12158,35.46,9478.6
UGC10030,35.46,8956
PGC075289,35.461,8128.2
PGC011767,35.465,8644.6
NGC5081,35.469,6659.2
PGC072633,35.48,10132.2
PGC091594,35.48,9192.2
PGC044736,35.493,6915.3
PGC1258718,35.507,8980.1
PGC044649,35.514,6913.5
PGC068560,35.52,8454.1
PGC011365,35.52,8928.1
UGC04008,35.52,9234.5
UGC12458,35.523,7053
PGC024286,35.524,8118
UGC10874,35.531,6968.3
UGC03763,35.531,7143.4
PGC059955,35.535,9327.3
ESO386-016,35.54,7176.9
PGC070600,35.55,9782
UGC08013,35.563,7886.4
PGC044929,35.568,7564.5
UGC12631,35.573,9367.3
UGC12792,35.579,11693.1
ESO439-018,35.588,8668.8
PGC072784,35.596,8143.8
PGC044636,35.597,6831.4
IC4051,35.602,4998.5
UGC02650,35.617,8461.9
PGC5068230,35.626,9474.5
UGC04455,35.63,9113.6
PGC022976,35.63,9457.5
NGC5032,35.631,6419.2
PGC1506233,35.632,8478.3
UGC04625,35.639,8321.6
UGC04332,35.646,5439.7
PGC090796,35.65,8527.9
ESO584-007,35.65,9492.8
ESO583-008,35.65,7377.3
PGC090795,35.652,6808.1
IC3976,35.658,6802.3
NGC3891,35.663,6277.9
PGC1154145,35.67,13748.8
NGC4172,35.672,9404.8
UGC03275,35.673,7895
UGC02384,35.675,9884.1
PGC044469,35.689,6928.7
PGC049153,35.695,8562.5
UGC03922,35.695,8846.4
NGC4854,35.697,8396
NGC6038,35.718,9510.9
2MASXJ03372260-3302350,35.733,11584.4
NGC6104,35.74,8512.6
UGC09640,35.74,10071.9
IC1735,35.747,11495.7
ESO517-013,35.76,8275.2
UGC10244,35.761,10011.2
PGC024988,35.766,9067.7
UGC03605,35.77,7881.1
UGC05542,35.77,9255
IC3917,35.773,6649.4
IC3284,35.787,7784.9
PGC085512,35.79,8220.4
NGC6264,35.792,10313.6
UGC09798,35.807,11336.5
NSFJ022743.32+281037.6,35.81,10560.7
NGC6195,35.812,9158.6
PGC056443,35.817,9715.5
IC1461,35.823,9431.9
PGC046239,35.826,8972
IC4596,35.83,7606.3
PGC085551,35.836,8928.7
PGC083663,35.842,6632.4
PGC072411,35.849,9210.7
PGC214352,35.85,10112.1
PGC030719,35.855,9597.1
PGC169662,35.855,8488
UGC10205,35.87,6695.5
PGC046640,35.891,10294.6
PGC343503,35.893,10345.8
PGC1676859,35.9,9370.8
PGC1392929,35.903,10913.7
PGC083675,35.907,8352.2
UGC03787,35.914,8468.9
PGC090717,35.92,10010.4
UGC07934,35.94,9699.3
ESO544-031,35.94,15868.4
PGC083454,35.95,11328
ESO538-013,35.959,10253.8
PGC213672,35.96,9104.9
UGC11719,35.97,8742.9
IC4423,35.971,9130.2
NGC3978,35.978,10045.6
UGC09612,35.98,10962.8
PGC090595,35.98,6002.3
ESO545-038,35.98,4627.5
UGC12755,35.993,8986.2
PGC008796,36.01,11127.1
PGC021549,36.02,8328.6
PGC045498,36.03,10126.4
IC1468,36.045,9734.8
PGC090778,36.05,9576.8
PGC073507,36.052,13297.2
PGC090591,36.06,11843.8
PGC212843,36.065,11410
PGC045981,36.075,7135.6
PGC044546,36.081,7045.8
UGC12678,36.083,9275.1
UGC11711,36.09,9172.1
UGC12071,36.092,10607
UGC01567,36.096,9162.7
2MASXJ01270614+1906587,36.1,13035.9
NGC6261,36.114,10698.1
PGC002726,36.121,11316.9
UGC09425,36.144,10485.8
[QQH97]J234014.21+261211.8,36.146,10374.2
NGC6462,36.175,11715.3
PGC051473,36.177,11189.6
UGC01162,36.184,11257.8
PGC000465,36.185,11677.4
PGC999654,36.193,15072
PGC044560,36.199,7822.7
UGC10483,36.2,12384.4
PGC056286,36.207,11091.4
PGC643983,36.22,15987
PGC069160,36.22,10506.5
PGC010738,36.225,10379.8
PGC060771,36.239,1991.8
UGC01666,36.31,13416.4
PGC063925,36.326,12078.3
ESO291-011,36.342,12951.3
PGC057064,36.371,10358.4
PGC765572,36.385,13281.3
PGC092948,36.41,13620.8
UGC00607,36.417,11761.4
UGC11977,36.423,11504
NGC7503,36.428,13364.6
PGC1154577,36.43,18909.9
PGC046604,36.462,15941.3
UGC03161,36.47,8710.6
UGC12807,36.475,12533.5
ESO557-005,36.49,10947.7
PGC090784,36.49,8580.3
PGC1114283,36.492,13497.3
UGC06015,36.515,12460.1
PGC1188501,36.54,14970.1
UGC11780,36.544,15421.8
SCPJ110136.37-060631.6,36.548,11841.2
PGC376039,36.567,13301.8
PGC3081460,36.579,12712.4
NGC7222,36.586,12491.6
PGC090831,36.593,11197.6
PGC1161680,36.6,19671.9
PGC091580,36.62,10734.6
PGC017787,36.643,14796.4
PGC340526,36.648,15079.7
PGC1130011,36.65,20081.1
PGC007299,36.7,13801.1
PGC002501,36.743,16653.2
PGC090800,36.769,13625.4
PGC679349,36.801,15001.3
SDSSJ224142.05-000812.9,36.88,17484.6
UGC11149,36.887,16461.9
UGC09437,36.92,14443.2
PGC998264,36.95,22941.3
PGC648636,36.968,14506.3
UGC06211,36.97,17384.2
ESO156-008,36.974,17532.3
UGC05691,36.987,16249.3
PGC093038,37,11434.7
SDSSJ012648.45-011417.3,37.03,17268.8
UGC10704,37.05,19504
UGC01333,37.08,17780.3
IC4239,37.11,14561.8
PGC1160052,37.11,27136.1
SDSSJ212342.95-005035.0,37.2,18904.4
WMMA080,37.21,10931.1
PGC051854,37.21,12184.4
PGC3116657,37.25,25977
SDSSJ223041.15-004634.4,37.26,27068
2MASXJ00024910+0045055,37.28,26117.1
PGC471591,37.294,18221.3
UGC10261,37.427,19155.5
2MASXJ01415126-0052365,37.43,28073.9
PGC214719,37.494,22682.1
PGC132177,37.494,19079.7
PGC869197,37.518,23602.9
PGC662260,37.522,20471.6
PGC1172545,37.54,32350.9
SDSSJ121438.73+121347.7,37.556,19124.8
PGC1183727,37.57,28268.3
PGC3116670,37.59,22950.3
SDSSJ215558.49-010413.0,37.6,21706.3
[WM92]212426.8-614612,37.62,22406.6
PGC200171,37.62,23832.3
2MASXJ12592407+2820498,37.742,20313.6
PGC1124612,37.77,31377.5
SDSSJ103928.53+051101.1,37.779,20202.8
2MASXJ01454460-5605518,37.831,26264.9
SDSSJ021404.48-001420.6,37.84,35328.4
PGC3114934,37.85,35904.5
2MASXJ13524703+0518496,37.919,25156.6
SDSSJ215704.19-001324.4,37.93,32610.8
APMUKS(BJ)B231730.59-001946.5,37.94,33172.4
APMUKS(BJ)B002819.57-005941.4,37.97,35336.3
SDSSJ030421.26-010347.0,37.98,37311.4
APMUKS(BJ)B033926.36-005631.5,37.99,37921.2
2MASXJ03052260+0051346,38.03,35410.1
SDSSJ001300.13+001453.6,38.04,36447
EROSJ110115.76-114515.2,38.08,37009
APMUKS(BJ)B124225.40-061107.2,38.1,44866
SDSSJ004632.24+005017.4,38.14,39238.7
SDSSJ030711.02+010711.9,38.18,38895
SDSSJ215647.63+001901.3,38.19,38605.4
EROSJ115700.46-112638.6,38.25,35833.6
PGC2085703,38.269,28568
SDSSJ002700.27-003511.8,38.34,41115.6
SDSSJ033048.96-011415.4,38.41,47939.1
[HM92c]230149-3736.8,38.425,30279.4
SDSSJ214000.48-000002.9,38.46,30132.2
MSACSSJ092016.00+003339.6,38.5,44815.5
SDSSJ211120.85-002643.3,38.55,42954.6
H-ZSNSJ045937.31-030901.6,38.58,53872.8
PGC3108973,38.58,48464.5
SDSSJ021705.50+001649.0,38.58,81555.8
SDSSJ235932.26+004413.8,38.59,48670.9
SDSSJ001423.59+001959.0,38.63,46951.3
SDSSJ012137.62-005838.0,38.69,49672.9
SDSSJ230017.30-000515.4,38.72,54695.3
APMUKS(BJ)B001911.19-003608.1,38.76,52286.9
PGC3111932,38.78,46670.2
SDSSJ010743.60-010222.1,38.79,52369.5
SDSSJ030111.99-003313.5,38.88,17981.9
PGC054774,38.894,18238.7
SDSSJ024204.98-003226.9,38.92,54113.1
SDSSJ235005.02-005517.0,38.99,55924.2
[RGK2003]J010858.96+000024.8,38.99,56131
SDSSJ213256.12-004159.2,39.02,54173.8
SDSSJ014559.73+011144.5,39.05,48016.9
SDSSJ231633.32-003947.5,39.09,56019.5
SDSSJ211531.80-002116.5,39.21,59325.4
SDSSJ010208.65-005246.8,39.22,57449.7
SDSSJ020950.39-000342.3,39.26,63827.7
SDSSJ215218.98+002818.9,39.27,61485.4
SDSSJ021814.72+004747.6,39.3,63923
SDSSJ025032.13+004826.4,39.31,57303.9
SDSSJ222102.64-004454.2,39.37,64591.4
SDSSJ222805.78-010731.1,39.41,72090.2
SDSSJ215440.79+002448.4,39.48,66181.2
H-ZSNSJ082350.03+032852.8,39.49,53818.9
SDSSJ221841.16+003821.1,39.54,69446.4
SDSSJ221616.63+004229.2,39.56,75045.1
SDSSJ221927.32+002939.9,39.58,65230.7
SDSSJ215548.23+011052.7,39.65,66191.2
[RGK2003]J013549.55+000838.3,39.66,61810.6
SDSSJ222315.50+001513.3,39.77,77563
SDSSJ223031.48-003009.6,39.79,84492.5
SDSSJ223132.21-002937.2,39.8,75089.1
SDSSJ213511.76+000947.1,39.81,79025.9
PGC3109704,39.83,43318.5
SDSSJ002713.69+010714.2,39.84,64061.3
SDSSJ233153.01+000933.5,39.85,84063.4
SDSSJ023628.25+003042.6,39.93,77543.8
SDSSJ205036.66-002115.2,39.94,77825.7
SDSSJ231351.60+011525.2,39.96,81815.8
[K95]J025730.70-014119.8,40.01,71943.7
SDSSJ021902.54-001622.2,40.06,84068.1
SDSSJ003709.59-011222.4,40.06,93153
[RGK2003]J013359.45+000415.2,40.06,80998.5
SDSSJ215546.40+003536.7,40.09,79038.1
[RGK2003]J010705.94-000753.8,40.11,78915.7
SDSSJ020403.84-002157.0,40.12,83277.7
SDSSJ225648.34+002403.9,40.13,87227.7
[PPG94]023732.30-014657.6,40.19,112128
SDSSJ010445.70+003050.1,40.19,92802.4
SDSSJ001303.73-003712.5,40.2,88560.9
MS1008.1-1224:PPP001719,40.25,89756
[PDG95]J024002.10-013715.8,40.28,111529
SDSSJ230102.97-001226.5,40.32,91616.7
SDSSJ010821.96-000546.6,40.33,87009.8
SDSSJ231842.19-011216.7,40.34,90313.5
SDSSJ212139.25+005340.7,40.42,89440.2
SDSSJ025040.16-000357.5,40.44,108278
[PPG94]101617.23+510723.4,40.48,127454
SDSSJ213115.60-010325.2,40.48,93423.6
SCPJ082405.21+041122.6,40.53,95792.1
[PPG94]114725.33+105938.6,40.57,106048
SDSSJ011619.85-004846.4,40.58,104990
SDSSJ232021.45-002059.2,40.59,105029
[GC96]J101020.28-123309.2,40.6,128729
H-ZSNSJ105356.22-033910.0,40.62,107779
SDSSJ023354.13+001650.6,40.67,109014
SDSSJ014742.71+001226.2,40.77,89983.8
H-ZSNSJ074855.70+100606.3,40.85,126695
[PDG95]J224418.86+000648.5,40.88,113461
H-ZSNSJ105651.48-035836.9,41.05,131763
H-ZSNSJ082413.33+032458.5,41.06,146754
H-ZSNSJ134827.22+022746.6,41.07,128874
SCPJ104857.61+003150.0,41.12,134771
SDSSJ000928.47+010917.7,41.13,123355
SDSSJ231120.91-003631.1,41.19,117348
CL0303+1706:[DG92]074,41.23,125957
H-ZSNSJ045936.57-030934.6,41.23,158800
H-ZSNSJ105555.93-035648.2,41.25,140756
H-ZSNSJ105615.02-041521.5,41.29,131762
H-ZSNSJ041403.88+041755.0,41.34,140863
H-ZSNSJ170748.26+440126.2,41.34,132090
SCPJ105552.98-035902.3,41.34,174032
[GC96]J082443.49-002106.2,41.36,113765
GOODSJ123649.72+621313.4,41.39,142369
H-ZSNSJ134556.16+022653.7,41.41,148358
H-ZSNSJ134336.92+021930.6,41.47,128870
SDSSJ081906.57+074321.2,41.5,116190
H-ZSNSJ153011.25+055527.0,41.55,134948
H-ZSNSJ105716.38-033359.2,41.61,149751
H-ZSNSJ023354.39+003255.6,41.61,137921
H-ZSNSJ123704.27+622624.9,41.65,150008
SCPJ135704.54+043059.8,41.66,153168
[GC96A]J115033.54+102646.7,41.7,128832
H-ZSNSJ045856.32-035929.4,41.71,161796
SCPJ105731.52-031348.3,41.72,124570
[GC96]J120039.43-001602.4,41.78,170774
SCPJ140200.95+050059.2,41.8,165464
H-ZSNSJ104850.96+000330.4,41.96,170745
H-ZSNSJ134620.89+020240.4,42.05,191827
SDSSJ140151.41+045312.5,42.26,201140
H-ZSNSJ105719.23-035451.7,42.26,194719
H-ZSNSJ124835.19-004603.0,42.44,196580
H-ZSNSJ105721.51-031449.9,42.45,191723
SCPJ082352.67+040844.0,42.48,173438
H-ZSNSJ082402.51+040733.1,42.48,110781
SDSSJ122852.81-000540.1,42.51,185778
H-ZSNSJ134744.72+022057.2,42.53,224806
H-ZSNSJ045514.27-055144.8,42.59,173785
SCPJ134709.90+022357.5,42.83,248790
H-ZSNSJ082138.13+032510.5,42.88,233694
H-ZSNSJ023035.62+010943.3,42.92,278827
DEEP2_41100811,42.98,245191
GOODSJ123655.57+621245.9,43.11,237250
H-ZSNSJ045611.63-034126.0,43.21,257733
SCPJ152306.31+293931.9,43.56,278908
H-ZSNSJ082157.14+035335.7,43.65,164744
H-ZSNSJ045830.23-031604.0,43.78,228652
#-- end of data table ----------------------------------------------------------
# 4064 lines were successfully retrieved
#-------------------------------------------------------------------------------
# Pleinpot version: 8.18.10
# Date: 2024-04-25T07:42:35
